剧本ID,剧名,角色名,行当,性别,服饰备注
70202105,窦娥冤,张驴儿,丑,male,
70202105,窦娥冤,张母,丑旦,female,
70202105,窦娥冤,禁婆,丑旦,female,
70202105,窦娥冤,县官,丑,male,
70202105,窦娥冤,蔡昌宗,小生,male,
70202105,窦娥冤,窦天章,老生,male,
70202106,碧玉簪,张玉贞,旦,female,
70202106,碧玉簪,小蕙,花旦,female,
70202106,碧玉簪,赵启贤,小生,male,
70202106,碧玉簪,张瑞华,老生,male,
70202106,碧玉簪,陆少庄,丑,male,
70202106,碧玉簪,顾媒婆,彩旦,female,
70202106,碧玉簪,赵母,老旦,female,
70202107,梅妃,江采苹,旦,female,
70202107,梅妃,唐明皇,老生,male,
70202107,梅妃,杨玉环,旦,female,
70202107,梅妃,高力士,丑,male,
70202108,硃痕记,赵锦棠,旦,female,
70202108,硃痕记,朱春登,老生,male,
70202108,硃痕记,宋氏,丑旦,female,
70202108,硃痕记,朱母,老旦,female,
70202108,硃痕记,朱春科,小生,male,
70202108,硃痕记,李仁,净,male,
70202108,硃痕记,差役甲,丑,male,
70202108,硃痕记,差役乙,丑,male,
70202109,荒山泪,张慧珠,旦,female,
70202109,荒山泪,鲍世德,老生,male,
70202109,荒山泪,王四香,丑,male,
70202109,荒山泪,崔德富,丑,male,
70202109,荒山泪,胡泰来,丑,male,
70202109,荒山泪,高良敏,老生,male,
70202109,荒山泪,陈氏,老旦,female,
70202109,荒山泪,杨得胜,净,male,
70202110,春闺梦,张氏,旦,female,
70202110,春闺梦,王恢,小生,male,
70202110,春闺梦,公孙瓒,净,male,
70202110,春闺梦,丫鬟,旦,female,
70202110,春闺梦,李信,丑,male,
70202110,春闺梦,孙氏,丑旦,female,
70202110,春闺梦,刘氏,老旦,female,
70202111,亡蜀鉴,李夫人,旦,female,
70202112,锁麟囊,薛湘灵,正旦,unknown,
70202112,锁麟囊,薛夫人,老旦,female,
70202112,锁麟囊,赵守贞,旦,female,
70202112,锁麟囊,卢胜筹,老生,male,
70202112,锁麟囊,薛良,老生,male,
70202112,锁麟囊,程俊,丑,male,
70202112,锁麟囊,胡杰,丑,male,
70202112,锁麟囊,卢天麟,娃娃生,unknown,
70202112,锁麟囊,周大器,娃娃生,unknown,
70202112,锁麟囊,碧玉,丑旦,female,
70202112,锁麟囊,梅香,丑旦,female,
70202112,锁麟囊,胡婆,丑,male,
70202112,锁麟囊,赵禄寒,老生,male,
70202112,锁麟囊,卢仁,丑,male,
70202112,锁麟囊,卢义,丑,male,
70202112,锁麟囊,老傧相,丑,male,
70202112,锁麟囊,少傧相,丑,male,
70203101,花田错,春兰,花旦,female,
70203101,花田错,卞玑,小生,male,
70203101,花田错,刘玉燕,旦,female,
70203101,花田错,刘德明,老生,male,
70203101,花田错,安人,老旦,female,
70203101,花田错,李忠,老生,male,
70203101,花田错,周玉楼,旦,female,
70203101,花田错,周通,净,male,
70203101,花田错,朱仝,老生,male,
70203101,花田错,雷横,净,male,
70203101,花田错,鲁达,净,male,
70203101,花田错,店东,丑,male,
70203102,辛安驿,周凤英,旦,female,
70203102,辛安驿,李氏,彩旦,female,
70203102,辛安驿,赵美蓉,旦,female,
70203102,辛安驿,赵雁蓉,旦,female,
70203102,辛安驿,赵景龙,小生,male,
70203102,辛安驿,杨胜,净,male,
70203102,辛安驿,何四叔,丑,male,
70203103,元宵谜,吕昭华,旦,female,
70203103,元宵谜,吕刚中,老生,male,
70203103,元宵谜,郭廷章,小生,male,
70203103,元宵谜,赵班侯,净,male,
70203103,元宵谜,吕夫人,老旦,female,
70203103,元宵谜,赵秀英,旦,female,
70203103,元宵谜,书童,丑,male,
70203103,元宵谜,大太监,净,male,
70203103,元宵谜,张相公,丑,male,
70203103,元宵谜,李相公,丑,male,
70203103,元宵谜,李深,老生,male,
70203103,元宵谜,丫鬟,旦,female,
70203103,元宵谜,鸨儿,丑,male,
70203104,香罗带,林慧娘,旦,female,
70203104,香罗带,唐通,老生,male,
70203104,香罗带,陆世科,小生,male,
70203104,香罗带,杜之秩,丑,male,
70203104,香罗带,王三善,老生,male,
70203104,香罗带,春莺,旦,female,
70203104,香罗带,唐芝,娃娃生,unknown,
70203104,香罗带,陈璘,老生,male,
70203104,香罗带,地保,丑,male,
70203104,香罗带,宋名,丑,male,
70203105,钗头凤,唐蕙仙,旦,female,
70203105,钗头凤,陆游,小生,male,
70203105,钗头凤,唐氏,老旦,female,
70203105,钗头凤,不空,彩丑,unknown,
70203105,钗头凤,宗子常,净,male,
70203105,钗头凤,独孤策,武丑,unknown,
70203105,钗头凤,陆子逸,老生,male,
70203105,钗头凤,罗玉书,丑,male,
70203105,钗头凤,秋香,旦,female,
70203105,钗头凤,罗崔,丑,male,
70203105,钗头凤,罗岁,丑,male,
70203105,钗头凤,陆子逸妻,旦,female,
70203106,杜十娘,杜十娘,旦,female,
70203106,杜十娘,李干先,小生,male,
70203106,杜十娘,孙富,丑,male,
70203106,杜十娘,柳遇春,老生,male,
70203106,杜十娘,鸨儿,旦,female,
70203106,杜十娘,梅香,旦,female,
70203106,杜十娘,来旺,丑,male,
70203107,红楼二尤,尤三姐,旦,female,
70203107,红楼二尤,尤二姐,旦,female,
70203107,红楼二尤,贾琏,生,unknown,
70203107,红楼二尤,柳湘莲,小生,male,
70203107,红楼二尤,王熙凤,旦,female,
70203107,红楼二尤,秋桐,彩旦,female,
70203107,红楼二尤,贾珍,丑,male,
70203107,红楼二尤,贾蓉,丑,male,
70203107,红楼二尤,薛蟠,丑,male,
70203107,红楼二尤,尤老娘,老旦,female,
70203107,红楼二尤,来旺儿,丑,male,
70203107,红楼二尤,多姑娘,旦,female,
70203107,红楼二尤,平儿,旦,female,
70203107,红楼二尤,赖尚荣,丑,male,
70203107,红楼二尤,家丁,丑,male,
70203107,红楼二尤,车夫,丑,male,
70203107,红楼二尤,轿夫,丑,male,
70203107,红楼二尤,酒保,丑,male,
70203108,勘玉钏,俞素秋,旦,female,
70203108,勘玉钏,韩玉姐,旦,female,
70203108,勘玉钏,韩臣,丑,male,
70203108,勘玉钏,张少莲,小生,male,
70203108,勘玉钏,俞仁,老生,male,
70203108,勘玉钏,俞安人,老旦,female,
70203108,勘玉钏,鸾英,旦,female,
70203108,勘玉钏,书童,丑,male,
70203108,勘玉钏,鸾凤,旦,female,
70203108,勘玉钏,江海,丑,male,
70203108,勘玉钏,熊瑞,生,unknown,
70203108,勘玉钏,沈富庆,丑,male,
70203108,勘玉钏,中军,净,male,
70203108,勘玉钏,陈智,生,unknown,
70203108,勘玉钏,官媒,彩旦,female,
70203109,红娘,红娘,旦,female,
70203109,红娘,张珙,小生,male,
70203109,红娘,崔莺莺,旦,female,
70203109,红娘,崔夫人,老旦,female,
70203109,红娘,法本,生,unknown,
70203109,红娘,法聪,丑,male,
70203109,红娘,惠明,净,male,
70203109,红娘,孙飞虎,净,male,
70203109,红娘,杜确,生,unknown,
70203109,红娘,琴童,丑,male,
70203109,红娘,中军,老生,male,
70203111,金玉奴,金玉奴,旦,female,
70203111,金玉奴,莫稽,小生,male,
70203111,金玉奴,金松,丑,male,
70203111,金玉奴,林润,老生,male,
70203111,金玉奴,二杆,丑,male,
70203111,金玉奴,三杆,丑,male,
70203111,金玉奴,报录人,丑,male,
70203111,金玉奴,林夫人,老旦,female,
70203111,金玉奴,甄一臣,生,unknown,
70203111,金玉奴,丫鬟,旦,female,
70203112,卓文君,卓文君,旦,female,
70203112,卓文君,司马相如,小生,male,
70203112,卓文君,卓王孙,老生,male,
70203112,卓文君,红箫,旦,female,
70203112,卓文君,竹影,丑,male,
70203112,卓文君,程郑,老生,male,
70203112,卓文君,杨得意,净,male,
70203112,卓文君,王吉,老生,male,
70203201,大英杰烈,陈秀英,旦,female,
70203201,大英杰烈,陈母,彩旦,female,
70203201,大英杰烈,匡忠,小生,male,
70203201,大英杰烈,关秋兰,旦,female,
70203201,大英杰烈,王富刚,生,unknown,
70203201,大英杰烈,匡父,老生,male,
70203201,大英杰烈,石须龙,净,male,
70203201,大英杰烈,石文,丑,male,
70203201,大英杰烈,丑院子,丑,male,
70203201,大英杰烈,中军,净,male,
70203201,大英杰烈,丫鬟,旦,female,
70203201,大英杰烈,苍头,生,unknown,
70203202,玉堂春,苏三,旦,female,
70203202,玉堂春,王金龙,小生,male,
70203202,玉堂春,刘秉义,老生,male,
70203202,玉堂春,潘必正,老生,male,
70203202,玉堂春,崇公道,丑,male,
70203202,玉堂春,金哥,丑,male,
70203202,玉堂春,鸨儿,彩旦,female,
70203202,玉堂春,忘八,净,male,
70203202,玉堂春,阙德,丑,male,
70203202,玉堂春,冒延,丑,male,
70203202,玉堂春,沈宏,丑,male,
70203202,玉堂春,皮氏,旦,female,
70203202,玉堂春,春锦,旦,female,
70203202,玉堂春,赵旺,丑,male,
70203202,玉堂春,王仁,丑,male,
70203202,玉堂春,赵曜,丑,male,
70203202,玉堂春,李虎,丑,male,
70203202,玉堂春,书童,丑,male,
70203202,玉堂春,二娃子,丑,male,
70203203,绣襦记,李亚仙,旦,female,
70203203,绣襦记,郑元和,小生,male,
70203203,绣襦记,郑儋,老生,male,
70203203,绣襦记,乐道德,丑,male,
70203203,绣襦记,鸨儿,旦,female,
70203203,绣襦记,来兴,丑,male,
70203203,绣襦记,银筝,旦,female,
70203203,绣襦记,崔佑甫,老生,male,
70203204,霍小玉,霍小玉,旦,female,
70203204,霍小玉,李益,小生,male,
70203204,霍小玉,鲍十一娘,彩旦,female,
70203204,霍小玉,黄衫客,净,male,
70203204,霍小玉,霍母,老旦,female,
70203204,霍小玉,浣纱,旦,female,
70203204,霍小玉,卢志,净,male,
70203204,霍小玉,卢小姐,旦,female,
70203204,霍小玉,丫鬟,旦,female,
70204106,渔夫恨,萧恩,老生,male,
70204106,渔夫恨,萧桂英,旦,female,
70204106,渔夫恨,李俊,老生,male,
70204106,渔夫恨,倪荣,净,male,
70204106,渔夫恨,丁太师,净,male,
70204106,渔夫恨,教师,丑,male,
70204107,桃花扇,李香君,旦,female,
70204107,桃花扇,侯朝宗,小生,male,
70204107,桃花扇,李贞丽,旦,female,
70204107,桃花扇,杨文聪,老生,male,
70204107,桃花扇,郑妥娘,旦,female,
70204107,桃花扇,卞玉京,旦,female,
70204107,桃花扇,寇白门,旦,female,
70204107,桃花扇,柳敬亭,丑,male,
70204107,桃花扇,阮大铖,净,male,
70204107,桃花扇,马士英,净,male,
70204107,桃花扇,苏昆生,丑,male,
70204107,桃花扇,吴次尾,老生,male,
70204107,桃花扇,小红,旦,female,
70401101,荆轲传,荆轲,净,male,
70401104,青梅煮酒论英雄,曹操,净,male,
70401104,青梅煮酒论英雄,刘备,老生,male,
70401106,瓦口关,张飞,净,male,
70401106,瓦口关,张郃,净,male,
70401106,瓦口关,魏延,净,male,
70401106,瓦口关,范疆,丑,male,
70401106,瓦口关,张达,丑,male,
70401106,瓦口关,诸葛亮,生,unknown,
70401106,瓦口关,刘备,生,unknown,
70401107,打龙棚,郑恩,净,male,
70401107,打龙棚,赵匡胤,红生,unknown,
70401107,打龙棚,柴荣,老生,male,
70401107,打龙棚,高怀德,武生,male,
70401110,飞虎梦,牛皋,净,male,
70401110,飞虎梦,戚赛玉,花旦,female,
70401110,飞虎梦,金节,生,unknown,
70401110,飞虎梦,岳飞,生,unknown,
70401110,飞虎梦,金夫人,旦,female,
70401110,飞虎梦,魔里支,净,male,
70401110,飞虎梦,杨虎,生,unknown,
70401110,飞虎梦,余化龙,生,unknown,
70401110,飞虎梦,汤怀,武生,male,
70402101,铡判官,包拯,净,male,
70402101,铡判官,柳金婵,正旦,unknown,
70402101,铡判官,张洪,净,male,
70402101,铡判官,油流鬼,丑,male,
70402101,铡判官,秦广辉,净,male,
70402101,铡判官,县令,老生,male,
70402101,铡判官,颜查散,小生,male,
70402101,铡判官,颜母,老旦,female,
70402101,铡判官,柳自芳,老生,male,
70402101,铡判官,柳夫人,老旦,female,
70402101,铡判官,丫鬟,花旦,female,
70402101,铡判官,李保,丑,male,
70402101,铡判官,公孙策,老生,male,
70402102,铡美案,包拯,净,male,
70402102,铡美案,陈世美,老生,male,
70402102,铡美案,秦香莲,正旦,unknown,
70402102,铡美案,王延龄,老生,male,
70402102,铡美案,国太,老旦,female,
70402102,铡美案,皇姑,花旦,female,
70402102,铡美案,张三阳,丑,male,
70402102,铡美案,韩琪,武生,male,
70402103,锁五龙,单雄信,净,male,
70402103,锁五龙,李世民,小生,male,
70402103,锁五龙,徐勣,老生,male,
70402103,锁五龙,罗成,小生,male,
70402103,锁五龙,程咬金,丑,male,
70402104,除三害,周处,净,male,
70402104,除三害,王浚,老生,male,
70402104,除三害,刘才,丑,male,
70402104,除三害,范老二,丑,male,
70402104,除三害,张百川,丑,male,
70402104,除三害,张利,丑,male,
70402104,除三害,田大娘,老旦,female,
70402105,断密涧,李密,净,male,
70402105,断密涧,王伯党,老生,male,
70402105,断密涧,李世民,小生,male,
70402105,断密涧,李渊,老生,male,
70402105,断密涧,河阳公主,旦,female,
70402105,断密涧,大太监,丑,male,
70601101,赤壁鏖兵【头本】,诸葛亮,老生,male,
70601101,赤壁鏖兵【头本】,刘备,老生,male,
70601101,赤壁鏖兵【头本】,鲁肃,老生,male,
70601101,赤壁鏖兵【头本】,曹操,净,male,
70601101,赤壁鏖兵【头本】,张昭,老生,male,
70601101,赤壁鏖兵【头本】,黄盖,净,male,
70601102,赤壁鏖兵【二本】,诸葛亮,老生,male,
70601102,赤壁鏖兵【二本】,周瑜,小生,male,
70601102,赤壁鏖兵【二本】,孙权,净,male,
70601102,赤壁鏖兵【二本】,鲁肃,老生,male,
70601102,赤壁鏖兵【二本】,张昭,老生,male,
70601102,赤壁鏖兵【二本】,黄盖,净,male,
70601103,赤壁鏖兵【三本】,周瑜,小生,male,
70601103,赤壁鏖兵【三本】,关羽,红生,male,
70601103,赤壁鏖兵【三本】,刘备,老生,male,
70601103,赤壁鏖兵【三本】,诸葛亮,老生,male,
70601103,赤壁鏖兵【三本】,鲁肃,老生,male,
70601103,赤壁鏖兵【三本】,丑中军,丑,male,
70601104,赤壁鏖兵【四本】,诸葛亮,老生,male,
70601104,赤壁鏖兵【四本】,鲁肃,老生,male,
70601104,赤壁鏖兵【四本】,周瑜,小生,male,
70601104,赤壁鏖兵【四本】,蒋干,丑,male,
70601104,赤壁鏖兵【四本】,曹操,净,male,
70601104,赤壁鏖兵【四本】,黄盖,净,male,
70601104,赤壁鏖兵【四本】,甘宁,老生,male,
70601104,赤壁鏖兵【四本】,太史慈,净,male,
70601104,赤壁鏖兵【四本】,蔡中,老生,male,
70601104,赤壁鏖兵【四本】,蔡和,小生,male,
70601105,赤壁鏖兵【五本】,曹操,净,male,
70601105,赤壁鏖兵【五本】,周瑜,小生,male,
70601105,赤壁鏖兵【五本】,黄盖,净,male,
70601105,赤壁鏖兵【五本】,庞统,净,male,
70601105,赤壁鏖兵【五本】,阚泽,老生,male,
70601105,赤壁鏖兵【五本】,诸葛亮,老生,male,
70601105,赤壁鏖兵【五本】,鲁肃,老生,male,
70601105,赤壁鏖兵【五本】,徐庶,老生,male,
70601105,赤壁鏖兵【五本】,蒋干,丑,male,
70601106,赤壁鏖兵【六本】,诸葛亮,老生,male,
70601106,赤壁鏖兵【六本】,周瑜,小生,male,
70601106,赤壁鏖兵【六本】,鲁肃,老生,male,
70601106,赤壁鏖兵【六本】,赵云,武生,male,
70601107,赤壁鏖兵【七本】,曹操,净,male,
70601107,赤壁鏖兵【七本】,周瑜,小生,male,
70601107,赤壁鏖兵【七本】,诸葛亮,老生,male,
70601107,赤壁鏖兵【七本】,关羽,红生,unknown,
70601107,赤壁鏖兵【七本】,张飞,净,male,
70601107,赤壁鏖兵【七本】,赵云,武生,male,
70601108,赤壁鏖兵【八本】,关羽,红生,unknown,
70601108,赤壁鏖兵【八本】,曹操,净,male,
70601108,赤壁鏖兵【八本】,诸葛亮,老生,male,
70601108,赤壁鏖兵【八本】,曹仁,净,male,
70601110,变羊记,贾妈,彩旦,female,
70601110,变羊记,苍头,丑,male,
70601110,变羊记,柳氏,旦,female,
70601110,变羊记,陈慥,小生,male,
70601110,变羊记,苏东坡,老生,male,
70801109,江汉渔歌,阮复成,老生,male,
70801109,江汉渔歌,阮春花,旦,female,
70801115,琵琶行,郭霁青,老生,male,
70801115,琵琶行,谢云屏,旦,female,
70801115,琵琶行,郭英发,武生,male,
70801119,西厢记,崔莺莺,旦,female,
70801119,西厢记,张珙,小生,male,
70801119,西厢记,红娘,旦,female,
70801119,西厢记,崔夫人,老旦,female,
70801119,西厢记,惠明,净,male,
70801120,谢瑶环,谢瑶环,旦,female,
70801120,谢瑶环,袁行健,小生,male,
70801120,谢瑶环,苏鸾仙,旦,female,
70801120,谢瑶环,武三思,净,male,
70801120,谢瑶环,来俊臣,净,male,
70801120,谢瑶环,武则天,旦,female,
70801120,谢瑶环,徐有功,生,unknown,
70801120,谢瑶环,武宏,丑,male,
70801120,谢瑶环,蔡少炳,丑,male,
70801120,谢瑶环,龙象乾,小生,male,
70801120,谢瑶环,萧慧娘,旦,female,
70801120,谢瑶环,武存厚,生,unknown,
70801120,谢瑶环,狄致远,生,unknown,
70801120,谢瑶环,蔡少彪,丑,male,
70801120,谢瑶环,萧母,老旦,female,
70801120,谢瑶环,王椒,丑,male,
70801120,谢瑶环,周亮,丑,male,
70802106,青霞丹雪,冯丹雪,老生,male,
70802106,青霞丹雪,沈青霞,老生,male,
70802106,青霞丹雪,沈小霞,小生,male,
70802106,青霞丹雪,沈娘子,正旦,unknown,
70802106,青霞丹雪,严世蕃,净,male,
70802106,青霞丹雪,沈夫人,老旦,female,
70802106,青霞丹雪,路楷,丑,male,
70802106,青霞丹雪,杨顺,副净,unknown,
70802106,青霞丹雪,贾石,生,unknown,
70802106,青霞丹雪,严喜,丑,male,
70802106,青霞丹雪,沈衮,娃娃生,unknown,
70802106,青霞丹雪,沈褒,娃娃生,unknown,
70802106,青霞丹雪,马明,老生,male,
